"Time (CET)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"09.11.2019 19:30 - 09.11.2019 20:00","N/A","474"
"09.11.2019 20:00 - 09.11.2019 20:30","N/A","455"
"09.11.2019 20:30 - 09.11.2019 21:00","N/A","441"
"09.11.2019 21:00 - 09.11.2019 21:30","N/A","423"
"09.11.2019 21:30 - 09.11.2019 22:00","N/A","407"
"09.11.2019 22:00 - 09.11.2019 22:30","N/A","389"
"09.11.2019 22:30 - 09.11.2019 23:00","N/A","373"
"09.11.2019 23:00 - 09.11.2019 23:30","N/A","358"
"09.11.2019 23:30 - 10.11.2019 00:00","N/A","343"
"10.11.2019 00:00 - 10.11.2019 00:30","N/A","331"
"10.11.2019 00:30 - 10.11.2019 01:00","N/A","323"
"10.11.2019 01:00 - 10.11.2019 01:30","N/A","316"
"10.11.2019 01:30 - 10.11.2019 02:00","N/A","312"
"10.11.2019 02:00 - 10.11.2019 02:30","N/A","309"
"10.11.2019 02:30 - 10.11.2019 03:00","N/A","307"
"10.11.2019 03:00 - 10.11.2019 03:30","N/A","309"
"10.11.2019 03:30 - 10.11.2019 04:00","N/A","308"
"10.11.2019 04:00 - 10.11.2019 04:30","N/A","312"
"10.11.2019 04:30 - 10.11.2019 05:00","N/A","317"
"10.11.2019 05:00 - 10.11.2019 05:30","N/A","310"
"10.11.2019 05:30 - 10.11.2019 06:00","N/A","317"
"10.11.2019 06:00 - 10.11.2019 06:30","N/A","326"
"10.11.2019 06:30 - 10.11.2019 07:00","N/A","333"
"10.11.2019 07:00 - 10.11.2019 07:30","N/A","338"
"10.11.2019 07:30 - 10.11.2019 08:00","N/A","342"
"10.11.2019 08:00 - 10.11.2019 08:30","N/A","342"
"10.11.2019 08:30 - 10.11.2019 09:00","N/A","350"
"10.11.2019 09:00 - 10.11.2019 09:30","N/A","357"
"10.11.2019 09:30 - 10.11.2019 10:00","N/A","362"
"10.11.2019 10:00 - 10.11.2019 10:30","N/A","365"
"10.11.2019 10:30 - 10.11.2019 11:00","N/A","370"
"10.11.2019 11:00 - 10.11.2019 11:30","N/A","373"
"10.11.2019 11:30 - 10.11.2019 12:00","N/A","375"
"10.11.2019 12:00 - 10.11.2019 12:30","N/A","379"
"10.11.2019 12:30 - 10.11.2019 13:00","N/A","381"
"10.11.2019 13:00 - 10.11.2019 13:30","N/A","384"
"10.11.2019 13:30 - 10.11.2019 14:00","N/A","382"
"10.11.2019 14:00 - 10.11.2019 14:30","N/A","391"
"10.11.2019 14:30 - 10.11.2019 15:00","N/A","407"
"10.11.2019 15:00 - 10.11.2019 15:30","N/A","419"
"10.11.2019 15:30 - 10.11.2019 16:00","N/A","435"
"10.11.2019 16:00 - 10.11.2019 16:30","N/A","458"
"10.11.2019 16:30 - 10.11.2019 17:00","N/A","497"
"10.11.2019 17:00 - 10.11.2019 17:30","N/A","499"
"10.11.2019 17:30 - 10.11.2019 18:00","N/A","499"
"10.11.2019 18:00 - 10.11.2019 18:30","N/A","495"
"10.11.2019 18:30 - 10.11.2019 19:00","N/A","489"
"10.11.2019 19:00 - 10.11.2019 19:30","N/A","479"
"10.11.2019 19:30 - 10.11.2019 20:00","N/A","468"
"10.11.2019 20:00 - 10.11.2019 20:30","N/A","455"
"10.11.2019 20:30 - 10.11.2019 21:00","N/A","434"
"10.11.2019 21:00 - 10.11.2019 21:30","N/A","416"
"10.11.2019 21:30 - 10.11.2019 22:00","N/A","397"
"10.11.2019 22:00 - 10.11.2019 22:30","N/A","379"
"10.11.2019 22:30 - 10.11.2019 23:00","N/A","362"
"10.11.2019 23:00 - 10.11.2019 23:30","N/A","345"
"10.11.2019 23:30 - 11.11.2019 00:00","N/A","332"
"11.11.2019 00:00 - 11.11.2019 00:30","N/A","321"
"11.11.2019 00:30 - 11.11.2019 01:00","N/A","313"
"11.11.2019 01:00 - 11.11.2019 01:30","N/A","307"
"11.11.2019 01:30 - 11.11.2019 02:00","N/A","304"
"11.11.2019 02:00 - 11.11.2019 02:30","N/A","303"
"11.11.2019 02:30 - 11.11.2019 03:00","N/A","302"
"11.11.2019 03:00 - 11.11.2019 03:30","N/A","302"
"11.11.2019 03:30 - 11.11.2019 04:00","N/A","308"
"11.11.2019 04:00 - 11.11.2019 04:30","N/A","317"
"11.11.2019 04:30 - 11.11.2019 05:00","N/A","333"
"11.11.2019 05:00 - 11.11.2019 05:30","N/A","347"
"11.11.2019 05:30 - 11.11.2019 06:00","N/A","385"
"11.11.2019 06:00 - 11.11.2019 06:30","N/A","412"
"11.11.2019 06:30 - 11.11.2019 07:00","N/A","434"
"11.11.2019 07:00 - 11.11.2019 07:30","N/A","448"
"11.11.2019 07:30 - 11.11.2019 08:00","N/A","459"
"11.11.2019 08:00 - 11.11.2019 08:30","N/A","460"
"11.11.2019 08:30 - 11.11.2019 09:00","N/A","463"
"11.11.2019 09:00 - 11.11.2019 09:30","N/A","463"
"11.11.2019 09:30 - 11.11.2019 10:00","N/A","468"
"11.11.2019 10:00 - 11.11.2019 10:30","N/A","468"
"11.11.2019 10:30 - 11.11.2019 11:00","N/A","471"
"11.11.2019 11:00 - 11.11.2019 11:30","N/A","475"
"11.11.2019 11:30 - 11.11.2019 12:00","N/A","477"
"11.11.2019 12:00 - 11.11.2019 12:30","N/A","480"
"11.11.2019 12:30 - 11.11.2019 13:00","N/A","481"
"11.11.2019 13:00 - 11.11.2019 13:30","N/A","483"
"11.11.2019 13:30 - 11.11.2019 14:00","N/A","492"
"11.11.2019 14:00 - 11.11.2019 14:30","N/A","496"
"11.11.2019 14:30 - 11.11.2019 15:00","N/A","505"
"11.11.2019 15:00 - 11.11.2019 15:30","N/A","510"
"11.11.2019 15:30 - 11.11.2019 16:00","N/A","520"
"11.11.2019 16:00 - 11.11.2019 16:30","N/A","538"
"11.11.2019 16:30 - 11.11.2019 17:00","N/A","567"
"11.11.2019 17:00 - 11.11.2019 17:30","N/A","566"
"11.11.2019 17:30 - 11.11.2019 18:00","N/A","560"
"11.11.2019 18:00 - 11.11.2019 18:30","N/A","549"
"11.11.2019 18:30 - 11.11.2019 19:00","N/A","540"
"11.11.2019 19:00 - 11.11.2019 19:30","N/A","524"
"11.11.2019 19:30 - 11.11.2019 20:00","N/A","505"
"11.11.2019 20:00 - 11.11.2019 20:30","N/A","484"
"11.11.2019 20:30 - 11.11.2019 21:00","N/A","460"
"11.11.2019 21:00 - 11.11.2019 21:30","N/A","435"
"11.11.2019 21:30 - 11.11.2019 22:00","N/A","415"
"11.11.2019 22:00 - 11.11.2019 22:30","N/A","390"
"11.11.2019 22:30 - 11.11.2019 23:00","N/A","369"
"11.11.2019 23:00 - 11.11.2019 23:30","N/A","353"
"11.11.2019 23:30 - 12.11.2019 00:00","N/A","338"
"12.11.2019 00:00 - 12.11.2019 00:30","N/A","327"
"12.11.2019 00:30 - 12.11.2019 01:00","N/A","321"
"12.11.2019 01:00 - 12.11.2019 01:30","N/A","316"
"12.11.2019 01:30 - 12.11.2019 02:00","N/A","312"
"12.11.2019 02:00 - 12.11.2019 02:30","N/A","309"
"12.11.2019 02:30 - 12.11.2019 03:00","N/A","308"
"12.11.2019 03:00 - 12.11.2019 03:30","N/A","308"
"12.11.2019 03:30 - 12.11.2019 04:00","N/A","313"
"12.11.2019 04:00 - 12.11.2019 04:30","N/A","323"
"12.11.2019 04:30 - 12.11.2019 05:00","N/A","340"
"12.11.2019 05:00 - 12.11.2019 05:30","N/A","355"
"12.11.2019 05:30 - 12.11.2019 06:00","N/A","387"
"12.11.2019 06:00 - 12.11.2019 06:30","N/A","415"
"12.11.2019 06:30 - 12.11.2019 07:00","N/A","434"
"12.11.2019 07:00 - 12.11.2019 07:30","N/A","448"
"12.11.2019 07:30 - 12.11.2019 08:00","N/A","458"
"12.11.2019 08:00 - 12.11.2019 08:30","N/A","458"
"12.11.2019 08:30 - 12.11.2019 09:00","N/A","457"
"12.11.2019 09:00 - 12.11.2019 09:30","N/A","462"
"12.11.2019 09:30 - 12.11.2019 10:00","N/A","460"
"12.11.2019 10:00 - 12.11.2019 10:30","N/A","462"
"12.11.2019 10:30 - 12.11.2019 11:00","N/A","453"
"12.11.2019 11:00 - 12.11.2019 11:30","N/A","449"
"12.11.2019 11:30 - 12.11.2019 12:00","N/A","451"
"12.11.2019 12:00 - 12.11.2019 12:30","N/A","453"
"12.11.2019 12:30 - 12.11.2019 13:00","N/A","459"
"12.11.2019 13:00 - 12.11.2019 13:30","N/A","469"
"12.11.2019 13:30 - 12.11.2019 14:00","N/A","476"
"12.11.2019 14:00 - 12.11.2019 14:30","N/A","486"
"12.11.2019 14:30 - 12.11.2019 15:00","N/A","493"
"12.11.2019 15:00 - 12.11.2019 15:30","N/A","492"
"12.11.2019 15:30 - 12.11.2019 16:00","N/A","505"
"12.11.2019 16:00 - 12.11.2019 16:30","N/A","533"
"12.11.2019 16:30 - 12.11.2019 17:00","N/A","562"
"12.11.2019 17:00 - 12.11.2019 17:30","N/A","564"
"12.11.2019 17:30 - 12.11.2019 18:00","N/A","556"
"12.11.2019 18:00 - 12.11.2019 18:30","N/A","545"
"12.11.2019 18:30 - 12.11.2019 19:00","N/A","535"
"12.11.2019 19:00 - 12.11.2019 19:30","N/A","519"
"12.11.2019 19:30 - 12.11.2019 20:00","N/A","498"
"12.11.2019 20:00 - 12.11.2019 20:30","N/A","479"
"12.11.2019 20:30 - 12.11.2019 21:00","N/A","454"
"12.11.2019 21:00 - 12.11.2019 21:30","N/A","433"
"12.11.2019 21:30 - 12.11.2019 22:00","N/A","409"
"12.11.2019 22:00 - 12.11.2019 22:30","N/A","387"
"12.11.2019 22:30 - 12.11.2019 23:00","N/A","369"
"12.11.2019 23:00 - 12.11.2019 23:30","N/A","352"
"12.11.2019 23:30 - 13.11.2019 00:00","N/A","339"
"13.11.2019 00:00 - 13.11.2019 00:30","N/A","326"
"13.11.2019 00:30 - 13.11.2019 01:00","N/A","319"
"13.11.2019 01:00 - 13.11.2019 01:30","N/A","314"
"13.11.2019 01:30 - 13.11.2019 02:00","N/A","314"
"13.11.2019 02:00 - 13.11.2019 02:30","N/A","309"
"13.11.2019 02:30 - 13.11.2019 03:00","N/A","308"
"13.11.2019 03:00 - 13.11.2019 03:30","N/A","309"
"13.11.2019 03:30 - 13.11.2019 04:00","N/A","315"
"13.11.2019 04:00 - 13.11.2019 04:30","N/A","321"
"13.11.2019 04:30 - 13.11.2019 05:00","N/A","338"
"13.11.2019 05:00 - 13.11.2019 05:30","N/A","346"
"13.11.2019 05:30 - 13.11.2019 06:00","N/A","377"
"13.11.2019 06:00 - 13.11.2019 06:30","N/A","399"
"13.11.2019 06:30 - 13.11.2019 07:00","N/A","428"
"13.11.2019 07:00 - 13.11.2019 07:30","N/A","443"
"13.11.2019 07:30 - 13.11.2019 08:00","N/A","452"
"13.11.2019 08:00 - 13.11.2019 08:30","N/A","453"
"13.11.2019 08:30 - 13.11.2019 09:00","N/A","455"
"13.11.2019 09:00 - 13.11.2019 09:30","N/A","453"
"13.11.2019 09:30 - 13.11.2019 10:00","N/A","456"
"13.11.2019 10:00 - 13.11.2019 10:30","N/A","455"
"13.11.2019 10:30 - 13.11.2019 11:00","N/A","458"
"13.11.2019 11:00 - 13.11.2019 11:30","N/A","461"
"13.11.2019 11:30 - 13.11.2019 12:00","N/A","462"
"13.11.2019 12:00 - 13.11.2019 12:30","N/A","464"
"13.11.2019 12:30 - 13.11.2019 13:00","N/A","473"
"13.11.2019 13:00 - 13.11.2019 13:30","N/A","475"
"13.11.2019 13:30 - 13.11.2019 14:00","N/A","490"
"13.11.2019 14:00 - 13.11.2019 14:30","N/A","493"
"13.11.2019 14:30 - 13.11.2019 15:00","N/A","500"
"13.11.2019 15:00 - 13.11.2019 15:30","N/A","504"
"13.11.2019 15:30 - 13.11.2019 16:00","N/A","516"
"13.11.2019 16:00 - 13.11.2019 16:30","N/A","536"
"13.11.2019 16:30 - 13.11.2019 17:00","N/A","567"
"13.11.2019 17:00 - 13.11.2019 17:30","N/A","562"
"13.11.2019 17:30 - 13.11.2019 18:00","N/A","559"
"13.11.2019 18:00 - 13.11.2019 18:30","N/A","552"
"13.11.2019 18:30 - 13.11.2019 19:00","N/A","540"
"13.11.2019 19:00 - 13.11.2019 19:30","N/A","522"
"13.11.2019 19:30 - 13.11.2019 20:00","N/A","506"
"13.11.2019 20:00 - 13.11.2019 20:30","N/A","486"
"13.11.2019 20:30 - 13.11.2019 21:00","N/A","459"
"13.11.2019 21:00 - 13.11.2019 21:30","N/A","438"
"13.11.2019 21:30 - 13.11.2019 22:00","N/A","416"
"13.11.2019 22:00 - 13.11.2019 22:30","N/A","392"
"13.11.2019 22:30 - 13.11.2019 23:00","N/A","371"
"13.11.2019 23:00 - 13.11.2019 23:30","N/A","354"
"13.11.2019 23:30 - 14.11.2019 00:00","N/A","339"
"14.11.2019 00:00 - 14.11.2019 00:30","N/A","329"
"14.11.2019 00:30 - 14.11.2019 01:00","N/A","323"
"14.11.2019 01:00 - 14.11.2019 01:30","N/A","314"
"14.11.2019 01:30 - 14.11.2019 02:00","N/A","312"
"14.11.2019 02:00 - 14.11.2019 02:30","N/A","308"
"14.11.2019 02:30 - 14.11.2019 03:00","N/A","309"
"14.11.2019 03:00 - 14.11.2019 03:30","N/A","308"
"14.11.2019 03:30 - 14.11.2019 04:00","N/A","314"
"14.11.2019 04:00 - 14.11.2019 04:30","N/A","325"
"14.11.2019 04:30 - 14.11.2019 05:00","N/A","341"
"14.11.2019 05:00 - 14.11.2019 05:30","N/A","355"
"14.11.2019 05:30 - 14.11.2019 06:00","N/A","389"
"14.11.2019 06:00 - 14.11.2019 06:30","N/A","419"
"14.11.2019 06:30 - 14.11.2019 07:00","N/A","447"
"14.11.2019 07:00 - 14.11.2019 07:30","N/A","464"
"14.11.2019 07:30 - 14.11.2019 08:00","N/A","478"
"14.11.2019 08:00 - 14.11.2019 08:30","N/A","472"
"14.11.2019 08:30 - 14.11.2019 09:00","N/A","478"
"14.11.2019 09:00 - 14.11.2019 09:30","N/A","484"
"14.11.2019 09:30 - 14.11.2019 10:00","N/A","491"
"14.11.2019 10:00 - 14.11.2019 10:30","N/A","490"
"14.11.2019 10:30 - 14.11.2019 11:00","N/A","490"
"14.11.2019 11:00 - 14.11.2019 11:30","N/A","498"
"14.11.2019 11:30 - 14.11.2019 12:00","N/A","500"
"14.11.2019 12:00 - 14.11.2019 12:30","N/A","502"
"14.11.2019 12:30 - 14.11.2019 13:00","N/A","506"
"14.11.2019 13:00 - 14.11.2019 13:30","N/A","498"
"14.11.2019 13:30 - 14.11.2019 14:00","N/A","512"
"14.11.2019 14:00 - 14.11.2019 14:30","N/A","509"
"14.11.2019 14:30 - 14.11.2019 15:00","N/A","516"
"14.11.2019 15:00 - 14.11.2019 15:30","N/A","514"
"14.11.2019 15:30 - 14.11.2019 16:00","N/A","522"
"14.11.2019 16:00 - 14.11.2019 16:30","N/A","547"
"14.11.2019 16:30 - 14.11.2019 17:00","N/A","577"
"14.11.2019 17:00 - 14.11.2019 17:30","N/A","581"
"14.11.2019 17:30 - 14.11.2019 18:00","N/A","576"
"14.11.2019 18:00 - 14.11.2019 18:30","N/A","564"
"14.11.2019 18:30 - 14.11.2019 19:00","N/A","553"
"14.11.2019 19:00 - 14.11.2019 19:30","N/A","534"
"14.11.2019 19:30 - 14.11.2019 20:00","N/A","513"
"14.11.2019 20:00 - 14.11.2019 20:30","N/A","496"
"14.11.2019 20:30 - 14.11.2019 21:00","N/A","471"
"14.11.2019 21:00 - 14.11.2019 21:30","N/A","445"
"14.11.2019 21:30 - 14.11.2019 22:00","N/A","425"
"14.11.2019 22:00 - 14.11.2019 22:30","N/A","397"
"14.11.2019 22:30 - 14.11.2019 23:00","N/A","374"
"14.11.2019 23:00 - 14.11.2019 23:30","N/A","354"
"14.11.2019 23:30 - 15.11.2019 00:00","N/A","338"
"15.11.2019 00:00 - 15.11.2019 00:30","N/A","328"
"15.11.2019 00:30 - 15.11.2019 01:00","N/A","326"
"15.11.2019 01:00 - 15.11.2019 01:30","N/A","321"
"15.11.2019 01:30 - 15.11.2019 02:00","N/A","316"
"15.11.2019 02:00 - 15.11.2019 02:30","N/A","314"
"15.11.2019 02:30 - 15.11.2019 03:00","N/A","313"
"15.11.2019 03:00 - 15.11.2019 03:30","N/A","314"
"15.11.2019 03:30 - 15.11.2019 04:00","N/A","321"
"15.11.2019 04:00 - 15.11.2019 04:30","N/A","327"
"15.11.2019 04:30 - 15.11.2019 05:00","N/A","345"
"15.11.2019 05:00 - 15.11.2019 05:30","N/A","361"
"15.11.2019 05:30 - 15.11.2019 06:00","N/A","392"
"15.11.2019 06:00 - 15.11.2019 06:30","N/A","427"
"15.11.2019 06:30 - 15.11.2019 07:00","N/A","452"
"15.11.2019 07:00 - 15.11.2019 07:30","N/A","473"
"15.11.2019 07:30 - 15.11.2019 08:00","N/A","489"
"15.11.2019 08:00 - 15.11.2019 08:30","N/A","504"
"15.11.2019 08:30 - 15.11.2019 09:00","N/A","526"
"15.11.2019 09:00 - 15.11.2019 09:30","N/A","533"
"15.11.2019 09:30 - 15.11.2019 10:00","N/A","530"
"15.11.2019 10:00 - 15.11.2019 10:30","N/A","529"
"15.11.2019 10:30 - 15.11.2019 11:00","N/A","512"
"15.11.2019 11:00 - 15.11.2019 11:30","N/A","513"
"15.11.2019 11:30 - 15.11.2019 12:00","N/A","502"
"15.11.2019 12:00 - 15.11.2019 12:30","N/A","492"
"15.11.2019 12:30 - 15.11.2019 13:00","N/A","480"
"15.11.2019 13:00 - 15.11.2019 13:30","N/A","473"
"15.11.2019 13:30 - 15.11.2019 14:00","N/A","481"
"15.11.2019 14:00 - 15.11.2019 14:30","N/A","485"
"15.11.2019 14:30 - 15.11.2019 15:00","N/A","490"
"15.11.2019 15:00 - 15.11.2019 15:30","N/A","491"
"15.11.2019 15:30 - 15.11.2019 16:00","N/A","509"
"15.11.2019 16:00 - 15.11.2019 16:30","N/A","538"
"15.11.2019 16:30 - 15.11.2019 17:00","N/A","568"
"15.11.2019 17:00 - 15.11.2019 17:30","N/A","569"
"15.11.2019 17:30 - 15.11.2019 18:00","N/A","567"
"15.11.2019 18:00 - 15.11.2019 18:30","N/A","556"
"15.11.2019 18:30 - 15.11.2019 19:00","N/A","547"
"15.11.2019 19:00 - 15.11.2019 19:30","N/A","535"
"15.11.2019 19:30 - 15.11.2019 20:00","N/A","515"
"15.11.2019 20:00 - 15.11.2019 20:30","N/A","490"
"15.11.2019 20:30 - 15.11.2019 21:00","N/A","464"
"15.11.2019 21:00 - 15.11.2019 21:30","N/A","444"
"15.11.2019 21:30 - 15.11.2019 22:00","N/A","422"
"15.11.2019 22:00 - 15.11.2019 22:30","N/A","400"
"15.11.2019 22:30 - 15.11.2019 23:00","N/A","379"
"15.11.2019 23:00 - 15.11.2019 23:30","N/A","361"
"15.11.2019 23:30 - 16.11.2019 00:00","N/A","345"
"16.11.2019 00:00 - 16.11.2019 00:30","N/A","336"
"16.11.2019 00:30 - 16.11.2019 01:00","N/A","326"
"16.11.2019 01:00 - 16.11.2019 01:30","N/A","320"
"16.11.2019 01:30 - 16.11.2019 02:00","N/A","316"
"16.11.2019 02:00 - 16.11.2019 02:30","N/A","311"
"16.11.2019 02:30 - 16.11.2019 03:00","N/A","309"
"16.11.2019 03:00 - 16.11.2019 03:30","N/A","310"
"16.11.2019 03:30 - 16.11.2019 04:00","N/A","309"
"16.11.2019 04:00 - 16.11.2019 04:30","N/A","314"
"16.11.2019 04:30 - 16.11.2019 05:00","N/A","325"
"16.11.2019 05:00 - 16.11.2019 05:30","N/A","330"
"16.11.2019 05:30 - 16.11.2019 06:00","N/A","337"
"16.11.2019 06:00 - 16.11.2019 06:30","N/A","358"
"16.11.2019 06:30 - 16.11.2019 07:00","N/A","377"
"16.11.2019 07:00 - 16.11.2019 07:30","N/A","395"
"16.11.2019 07:30 - 16.11.2019 08:00","N/A","401"
"16.11.2019 08:00 - 16.11.2019 08:30","N/A","401"
"16.11.2019 08:30 - 16.11.2019 09:00","N/A","405"
"16.11.2019 09:00 - 16.11.2019 09:30","N/A","403"
"16.11.2019 09:30 - 16.11.2019 10:00","N/A","402"
"16.11.2019 10:00 - 16.11.2019 10:30","N/A","401"
"16.11.2019 10:30 - 16.11.2019 11:00","N/A","403"
"16.11.2019 11:00 - 16.11.2019 11:30","N/A","407"
"16.11.2019 11:30 - 16.11.2019 12:00","N/A","410"
"16.11.2019 12:00 - 16.11.2019 12:30","N/A","418"
"16.11.2019 12:30 - 16.11.2019 13:00","N/A","414"
"16.11.2019 13:00 - 16.11.2019 13:30","N/A","409"
"16.11.2019 13:30 - 16.11.2019 14:00","N/A","413"
"16.11.2019 14:00 - 16.11.2019 14:30","N/A","420"
"16.11.2019 14:30 - 16.11.2019 15:00","N/A","428"
"16.11.2019 15:00 - 16.11.2019 15:30","N/A","440"
"16.11.2019 15:30 - 16.11.2019 16:00","N/A","456"
"16.11.2019 16:00 - 16.11.2019 16:30","N/A","484"
"16.11.2019 16:30 - 16.11.2019 17:00","N/A","518"
"16.11.2019 17:00 - 16.11.2019 17:30","N/A","520"
"16.11.2019 17:30 - 16.11.2019 18:00","N/A","517"
"16.11.2019 18:00 - 16.11.2019 18:30","N/A","510"
"16.11.2019 18:30 - 16.11.2019 19:00","N/A","500"
"16.11.2019 19:00 - 16.11.2019 19:30","N/A","489"
"16.11.2019 19:30 - 16.11.2019 20:00","N/A","470"
"16.11.2019 20:00 - 16.11.2019 20:30","N/A","453"
"16.11.2019 20:30 - 16.11.2019 21:00","N/A","434"
"16.11.2019 21:00 - 16.11.2019 21:30","N/A","420"
"16.11.2019 21:30 - 16.11.2019 22:00","N/A","401"
"16.11.2019 22:00 - 16.11.2019 22:30","N/A","385"
"16.11.2019 22:30 - 16.11.2019 23:00","N/A","368"
"16.11.2019 23:00 - 16.11.2019 23:30","N/A","350"
"16.11.2019 23:30 - 17.11.2019 00:00","N/A","337"
"17.11.2019 00:00 - 17.11.2019 00:30","N/A","325"
"17.11.2019 00:30 - 17.11.2019 01:00","N/A","315"
"17.11.2019 01:00 - 17.11.2019 01:30","N/A","309"
"17.11.2019 01:30 - 17.11.2019 02:00","N/A","304"
"17.11.2019 02:00 - 17.11.2019 02:30","N/A","303"
"17.11.2019 02:30 - 17.11.2019 03:00","N/A","300"
"17.11.2019 03:00 - 17.11.2019 03:30","N/A","301"
"17.11.2019 03:30 - 17.11.2019 04:00","N/A","301"
"17.11.2019 04:00 - 17.11.2019 04:30","N/A","306"
"17.11.2019 04:30 - 17.11.2019 05:00","N/A","310"
"17.11.2019 05:00 - 17.11.2019 05:30","N/A","308"
"17.11.2019 05:30 - 17.11.2019 06:00","N/A","312"
"17.11.2019 06:00 - 17.11.2019 06:30","N/A","320"
"17.11.2019 06:30 - 17.11.2019 07:00","N/A","327"
"17.11.2019 07:00 - 17.11.2019 07:30","N/A","326"
"17.11.2019 07:30 - 17.11.2019 08:00","N/A","328"
"17.11.2019 08:00 - 17.11.2019 08:30","N/A","326"
"17.11.2019 08:30 - 17.11.2019 09:00","N/A","330"
"17.11.2019 09:00 - 17.11.2019 09:30","N/A","337"
"17.11.2019 09:30 - 17.11.2019 10:00","N/A","337"
"17.11.2019 10:00 - 17.11.2019 10:30","N/A","341"
"17.11.2019 10:30 - 17.11.2019 11:00","N/A","349"
"17.11.2019 11:00 - 17.11.2019 11:30","N/A","348"
"17.11.2019 11:30 - 17.11.2019 12:00","N/A","355"
"17.11.2019 12:00 - 17.11.2019 12:30","N/A","352"
"17.11.2019 12:30 - 17.11.2019 13:00","N/A","349"
"17.11.2019 13:00 - 17.11.2019 13:30","N/A","350"
"17.11.2019 13:30 - 17.11.2019 14:00","N/A","N/A"
"17.11.2019 14:00 - 17.11.2019 14:30","N/A","364"
"17.11.2019 14:30 - 17.11.2019 15:00","N/A","381"
"17.11.2019 15:00 - 17.11.2019 15:30","N/A","398"
"17.11.2019 15:30 - 17.11.2019 16:00","N/A","416"
"17.11.2019 16:00 - 17.11.2019 16:30","N/A","446"
"17.11.2019 16:30 - 17.11.2019 17:00","N/A","482"
"17.11.2019 17:00 - 17.11.2019 17:30","N/A","488"
"17.11.2019 17:30 - 17.11.2019 18:00","N/A","489"
"17.11.2019 18:00 - 17.11.2019 18:30","N/A","487"
"17.11.2019 18:30 - 17.11.2019 19:00","N/A","478"
"17.11.2019 19:00 - 17.11.2019 19:30","N/A","470"
"17.11.2019 19:30 - 17.11.2019 20:00","N/A","459"
"17.11.2019 20:00 - 17.11.2019 20:30","N/A","445"
"17.11.2019 20:30 - 17.11.2019 21:00","N/A","429"
"17.11.2019 21:00 - 17.11.2019 21:30","N/A","407"
"17.11.2019 21:30 - 17.11.2019 22:00","N/A","387"
"17.11.2019 22:00 - 17.11.2019 22:30","N/A","368"
"17.11.2019 22:30 - 17.11.2019 23:00","N/A","350"
"17.11.2019 23:00 - 17.11.2019 23:30","N/A","334"
"17.11.2019 23:30 - 18.11.2019 00:00","N/A","321"
"18.11.2019 00:00 - 18.11.2019 00:30","N/A","310"
"18.11.2019 00:30 - 18.11.2019 01:00","N/A","303"
"18.11.2019 01:00 - 18.11.2019 01:30","N/A","297"
"18.11.2019 01:30 - 18.11.2019 02:00","N/A","293"
"18.11.2019 02:00 - 18.11.2019 02:30","N/A","289"
"18.11.2019 02:30 - 18.11.2019 03:00","N/A","290"
"18.11.2019 03:00 - 18.11.2019 03:30","N/A","293"
"18.11.2019 03:30 - 18.11.2019 04:00","N/A","297"
"18.11.2019 04:00 - 18.11.2019 04:30","N/A","305"
"18.11.2019 04:30 - 18.11.2019 05:00","N/A","323"
"18.11.2019 05:00 - 18.11.2019 05:30","N/A","345"
"18.11.2019 05:30 - 18.11.2019 06:00","N/A","370"
"18.11.2019 06:00 - 18.11.2019 06:30","N/A","398"
"18.11.2019 06:30 - 18.11.2019 07:00","N/A","412"
"18.11.2019 07:00 - 18.11.2019 07:30","N/A","425"
"18.11.2019 07:30 - 18.11.2019 08:00","N/A","426"
"18.11.2019 08:00 - 18.11.2019 08:30","N/A","423"
"18.11.2019 08:30 - 18.11.2019 09:00","N/A","421"
"18.11.2019 09:00 - 18.11.2019 09:30","N/A","419"
"18.11.2019 09:30 - 18.11.2019 10:00","N/A","416"
"18.11.2019 10:00 - 18.11.2019 10:30","N/A","413"
"18.11.2019 10:30 - 18.11.2019 11:00","N/A","414"
"18.11.2019 11:00 - 18.11.2019 11:30","N/A","422"
"18.11.2019 11:30 - 18.11.2019 12:00","N/A","425"
"18.11.2019 12:00 - 18.11.2019 12:30","N/A","431"
"18.11.2019 12:30 - 18.11.2019 13:00","N/A","425"
"18.11.2019 13:00 - 18.11.2019 13:30","N/A","430"
"18.11.2019 13:30 - 18.11.2019 14:00","N/A","441"
"18.11.2019 14:00 - 18.11.2019 14:30","N/A","450"
"18.11.2019 14:30 - 18.11.2019 15:00","N/A","463"
"18.11.2019 15:00 - 18.11.2019 15:30","N/A","472"
"18.11.2019 15:30 - 18.11.2019 16:00","N/A","490"
"18.11.2019 16:00 - 18.11.2019 16:30","N/A","521"
"18.11.2019 16:30 - 18.11.2019 17:00","N/A","548"
"18.11.2019 17:00 - 18.11.2019 17:30","N/A","554"
"18.11.2019 17:30 - 18.11.2019 18:00","N/A","551"
"18.11.2019 18:00 - 18.11.2019 18:30","N/A","543"
"18.11.2019 18:30 - 18.11.2019 19:00","N/A","536"
"18.11.2019 19:00 - 18.11.2019 19:30","N/A","525"
"18.11.2019 19:30 - 18.11.2019 20:00","N/A","504"
"18.11.2019 20:00 - 18.11.2019 20:30","N/A","483"
"18.11.2019 20:30 - 18.11.2019 21:00","N/A","460"
