"Time (CET)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"18.09.2019 22:45 - 18.09.2019 23:00","579","573"
"18.09.2019 23:00 - 18.09.2019 23:15","558","562"
"18.09.2019 23:15 - 18.09.2019 23:30","552","549"
"18.09.2019 23:30 - 18.09.2019 23:45","540","540"
"18.09.2019 23:45 - 19.09.2019 00:00","530","525"
"19.09.2019 00:00 - 19.09.2019 00:15","529","516"
"19.09.2019 00:15 - 19.09.2019 00:30","530","523"
"19.09.2019 00:30 - 19.09.2019 00:45","520","517"
"19.09.2019 00:45 - 19.09.2019 01:00","511","507"
"19.09.2019 01:00 - 19.09.2019 01:15","499","495"
"19.09.2019 01:15 - 19.09.2019 01:30","493","476"
"19.09.2019 01:30 - 19.09.2019 01:45","484","466"
"19.09.2019 01:45 - 19.09.2019 02:00","475","456"
"19.09.2019 02:00 - 19.09.2019 02:15","484","442"
"19.09.2019 02:15 - 19.09.2019 02:30","478","424"
"19.09.2019 02:30 - 19.09.2019 02:45","471","417"
"19.09.2019 02:45 - 19.09.2019 03:00","465","410"
"19.09.2019 03:00 - 19.09.2019 03:15","458","409"
"19.09.2019 03:15 - 19.09.2019 03:30","453","400"
"19.09.2019 03:30 - 19.09.2019 03:45","450","398"
"19.09.2019 03:45 - 19.09.2019 04:00","447","396"
"19.09.2019 04:00 - 19.09.2019 04:15","448","390"
"19.09.2019 04:15 - 19.09.2019 04:30","446","385"
"19.09.2019 04:30 - 19.09.2019 04:45","445","387"
"19.09.2019 04:45 - 19.09.2019 05:00","445","388"
"19.09.2019 05:00 - 19.09.2019 05:15","443","387"
"19.09.2019 05:15 - 19.09.2019 05:30","445","391"
"19.09.2019 05:30 - 19.09.2019 05:45","444","396"
"19.09.2019 05:45 - 19.09.2019 06:00","446","395"
"19.09.2019 06:00 - 19.09.2019 06:15","449","397"
"19.09.2019 06:15 - 19.09.2019 06:30","452","400"
"19.09.2019 06:30 - 19.09.2019 06:45","456","401"
"19.09.2019 06:45 - 19.09.2019 07:00","461","406"
"19.09.2019 07:00 - 19.09.2019 07:15","469","411"
"19.09.2019 07:15 - 19.09.2019 07:30","477","429"
"19.09.2019 07:30 - 19.09.2019 07:45","487","437"
"19.09.2019 07:45 - 19.09.2019 08:00","504","442"
"19.09.2019 08:00 - 19.09.2019 08:15","514","452"
"19.09.2019 08:15 - 19.09.2019 08:30","518","463"
"19.09.2019 08:30 - 19.09.2019 08:45","531","466"
"19.09.2019 08:45 - 19.09.2019 09:00","550","480"
"19.09.2019 09:00 - 19.09.2019 09:15","575","499"
"19.09.2019 09:15 - 19.09.2019 09:30","581","515"
"19.09.2019 09:30 - 19.09.2019 09:45","588","519"
"19.09.2019 09:45 - 19.09.2019 10:00","591","531"
"19.09.2019 10:00 - 19.09.2019 10:15","603","539"
"19.09.2019 10:15 - 19.09.2019 10:30","614","557"
"19.09.2019 10:30 - 19.09.2019 10:45","621","561"
"19.09.2019 10:45 - 19.09.2019 11:00","628","566"
"19.09.2019 11:00 - 19.09.2019 11:15","626","570"
"19.09.2019 11:15 - 19.09.2019 11:30","635","574"
"19.09.2019 11:30 - 19.09.2019 11:45","636","580"
"19.09.2019 11:45 - 19.09.2019 12:00","640","575"
"19.09.2019 12:00 - 19.09.2019 12:15","632","573"
"19.09.2019 12:15 - 19.09.2019 12:30","632","575"
"19.09.2019 12:30 - 19.09.2019 12:45","631","581"
"19.09.2019 12:45 - 19.09.2019 13:00","633","573"
"19.09.2019 13:00 - 19.09.2019 13:15","635","569"
"19.09.2019 13:15 - 19.09.2019 13:30","638","567"
"19.09.2019 13:30 - 19.09.2019 13:45","638","572"
"19.09.2019 13:45 - 19.09.2019 14:00","642","576"
"19.09.2019 14:00 - 19.09.2019 14:15","633","574"
"19.09.2019 14:15 - 19.09.2019 14:30","624","570"
"19.09.2019 14:30 - 19.09.2019 14:45","616","563"
"19.09.2019 14:45 - 19.09.2019 15:00","605","560"
"19.09.2019 15:00 - 19.09.2019 15:15","607","564"
"19.09.2019 15:15 - 19.09.2019 15:30","606","557"
"19.09.2019 15:30 - 19.09.2019 15:45","597","558"
"19.09.2019 15:45 - 19.09.2019 16:00","598","551"
"19.09.2019 16:00 - 19.09.2019 16:15","602","551"
"19.09.2019 16:15 - 19.09.2019 16:30","604","545"
"19.09.2019 16:30 - 19.09.2019 16:45","600","549"
"19.09.2019 16:45 - 19.09.2019 17:00","599","540"
"19.09.2019 17:00 - 19.09.2019 17:15","595","541"
"19.09.2019 17:15 - 19.09.2019 17:30","590","540"
"19.09.2019 17:30 - 19.09.2019 17:45","591","544"
"19.09.2019 17:45 - 19.09.2019 18:00","592","544"
"19.09.2019 18:00 - 19.09.2019 18:15","591","546"
"19.09.2019 18:15 - 19.09.2019 18:30","593","549"
"19.09.2019 18:30 - 19.09.2019 18:45","595","548"
"19.09.2019 18:45 - 19.09.2019 19:00","596","546"
"19.09.2019 19:00 - 19.09.2019 19:15","594","550"
"19.09.2019 19:15 - 19.09.2019 19:30","600","552"
"19.09.2019 19:30 - 19.09.2019 19:45","603","564"
"19.09.2019 19:45 - 19.09.2019 20:00","605","567"
"19.09.2019 20:00 - 19.09.2019 20:15","608","577"
"19.09.2019 20:15 - 19.09.2019 20:30","614","578"
"19.09.2019 20:30 - 19.09.2019 20:45","616","589"
"19.09.2019 20:45 - 19.09.2019 21:00","621","591"
"19.09.2019 21:00 - 19.09.2019 21:15","618","593"
"19.09.2019 21:15 - 19.09.2019 21:30","615","594"
"19.09.2019 21:30 - 19.09.2019 21:45","610","586"
"19.09.2019 21:45 - 19.09.2019 22:00","613","588"
"19.09.2019 22:00 - 19.09.2019 22:15","612","591"
"19.09.2019 22:15 - 19.09.2019 22:30","606","586"
"19.09.2019 22:30 - 19.09.2019 22:45","596","580"
"19.09.2019 22:45 - 19.09.2019 23:00","587","562"
"19.09.2019 23:00 - 19.09.2019 23:15","570","556"
"19.09.2019 23:15 - 19.09.2019 23:30","564","536"
"19.09.2019 23:30 - 19.09.2019 23:45","553","532"
"19.09.2019 23:45 - 20.09.2019 00:00","543","522"
"20.09.2019 00:00 - 20.09.2019 00:15","540","512"
"20.09.2019 00:15 - 20.09.2019 00:30","538","508"
"20.09.2019 00:30 - 20.09.2019 00:45","522","501"
"20.09.2019 00:45 - 20.09.2019 01:00","513","482"
"20.09.2019 01:00 - 20.09.2019 01:15","501","471"
"20.09.2019 01:15 - 20.09.2019 01:30","491","461"
"20.09.2019 01:30 - 20.09.2019 01:45","482","450"
"20.09.2019 01:45 - 20.09.2019 02:00","472","438"
"20.09.2019 02:00 - 20.09.2019 02:15","436","427"
"20.09.2019 02:15 - 20.09.2019 02:30","426","415"
"20.09.2019 02:30 - 20.09.2019 02:45","418","401"
"20.09.2019 02:45 - 20.09.2019 03:00","414","394"
"20.09.2019 03:00 - 20.09.2019 03:15","407","389"
"20.09.2019 03:15 - 20.09.2019 03:30","405","379"
"20.09.2019 03:30 - 20.09.2019 03:45","401","382"
"20.09.2019 03:45 - 20.09.2019 04:00","399","389"
"20.09.2019 04:00 - 20.09.2019 04:15","402","389"
"20.09.2019 04:15 - 20.09.2019 04:30","401","390"
"20.09.2019 04:30 - 20.09.2019 04:45","400","389"
"20.09.2019 04:45 - 20.09.2019 05:00","400","391"
"20.09.2019 05:00 - 20.09.2019 05:15","403","393"
"20.09.2019 05:15 - 20.09.2019 05:30","406","397"
"20.09.2019 05:30 - 20.09.2019 05:45","407","398"
"20.09.2019 05:45 - 20.09.2019 06:00","407","397"
"20.09.2019 06:00 - 20.09.2019 06:15","410","405"
"20.09.2019 06:15 - 20.09.2019 06:30","412","408"
"20.09.2019 06:30 - 20.09.2019 06:45","417","412"
"20.09.2019 06:45 - 20.09.2019 07:00","425","412"
"20.09.2019 07:00 - 20.09.2019 07:15","434","415"
"20.09.2019 07:15 - 20.09.2019 07:30","443","425"
"20.09.2019 07:30 - 20.09.2019 07:45","451","434"
"20.09.2019 07:45 - 20.09.2019 08:00","471","443"
"20.09.2019 08:00 - 20.09.2019 08:15","490","453"
"20.09.2019 08:15 - 20.09.2019 08:30","495","465"
"20.09.2019 08:30 - 20.09.2019 08:45","509","468"
"20.09.2019 08:45 - 20.09.2019 09:00","529","483"
"20.09.2019 09:00 - 20.09.2019 09:15","550","501"
"20.09.2019 09:15 - 20.09.2019 09:30","556","525"
"20.09.2019 09:30 - 20.09.2019 09:45","559","524"
"20.09.2019 09:45 - 20.09.2019 10:00","562","540"
"20.09.2019 10:00 - 20.09.2019 10:15","574","551"
"20.09.2019 10:15 - 20.09.2019 10:30","579","569"
"20.09.2019 10:30 - 20.09.2019 10:45","583","571"
"20.09.2019 10:45 - 20.09.2019 11:00","590","574"
"20.09.2019 11:00 - 20.09.2019 11:15","594","581"
"20.09.2019 11:15 - 20.09.2019 11:30","598","580"
"20.09.2019 11:30 - 20.09.2019 11:45","597","585"
"20.09.2019 11:45 - 20.09.2019 12:00","596","581"
"20.09.2019 12:00 - 20.09.2019 12:15","598","584"
"20.09.2019 12:15 - 20.09.2019 12:30","593","593"
"20.09.2019 12:30 - 20.09.2019 12:45","593","594"
"20.09.2019 12:45 - 20.09.2019 13:00","593","587"
"20.09.2019 13:00 - 20.09.2019 13:15","594","584"
"20.09.2019 13:15 - 20.09.2019 13:30","594","578"
"20.09.2019 13:30 - 20.09.2019 13:45","595","576"
"20.09.2019 13:45 - 20.09.2019 14:00","599","580"
"20.09.2019 14:00 - 20.09.2019 14:15","592","578"
"20.09.2019 14:15 - 20.09.2019 14:30","583","574"
"20.09.2019 14:30 - 20.09.2019 14:45","573","568"
"20.09.2019 14:45 - 20.09.2019 15:00","568","564"
"20.09.2019 15:00 - 20.09.2019 15:15","568","554"
"20.09.2019 15:15 - 20.09.2019 15:30","570","556"
"20.09.2019 15:30 - 20.09.2019 15:45","563","557"
"20.09.2019 15:45 - 20.09.2019 16:00","561","553"
"20.09.2019 16:00 - 20.09.2019 16:15","566","549"
"20.09.2019 16:15 - 20.09.2019 16:30","565","551"
"20.09.2019 16:30 - 20.09.2019 16:45","559","553"
"20.09.2019 16:45 - 20.09.2019 17:00","553","546"
"20.09.2019 17:00 - 20.09.2019 17:15","543","541"
"20.09.2019 17:15 - 20.09.2019 17:30","547","543"
"20.09.2019 17:30 - 20.09.2019 17:45","546","542"
"20.09.2019 17:45 - 20.09.2019 18:00","549","541"
"20.09.2019 18:00 - 20.09.2019 18:15","540","544"
"20.09.2019 18:15 - 20.09.2019 18:30","544","545"
"20.09.2019 18:30 - 20.09.2019 18:45","545","551"
"20.09.2019 18:45 - 20.09.2019 19:00","550","550"
"20.09.2019 19:00 - 20.09.2019 19:15","550","551"
"20.09.2019 19:15 - 20.09.2019 19:30","554","554"
"20.09.2019 19:30 - 20.09.2019 19:45","555","562"
"20.09.2019 19:45 - 20.09.2019 20:00","559","567"
"20.09.2019 20:00 - 20.09.2019 20:15","560","574"
"20.09.2019 20:15 - 20.09.2019 20:30","567","578"
"20.09.2019 20:30 - 20.09.2019 20:45","570","580"
"20.09.2019 20:45 - 20.09.2019 21:00","578","575"
"20.09.2019 21:00 - 20.09.2019 21:15","572","577"
"20.09.2019 21:15 - 20.09.2019 21:30","571","573"
"20.09.2019 21:30 - 20.09.2019 21:45","570","568"
"20.09.2019 21:45 - 20.09.2019 22:00","574","566"
"20.09.2019 22:00 - 20.09.2019 22:15","572","570"
"20.09.2019 22:15 - 20.09.2019 22:30","568","564"
"20.09.2019 22:30 - 20.09.2019 22:45","556","551"
"20.09.2019 22:45 - 20.09.2019 23:00","546","542"
"20.09.2019 23:00 - 20.09.2019 23:15","526","525"
"20.09.2019 23:15 - 20.09.2019 23:30","520","501"
"20.09.2019 23:30 - 20.09.2019 23:45","507","487"
"20.09.2019 23:45 - 21.09.2019 00:00","499","472"
"21.09.2019 00:00 - 21.09.2019 00:15","498","459"
"21.09.2019 00:15 - 21.09.2019 00:30","492","461"
"21.09.2019 00:30 - 21.09.2019 00:45","479","454"
"21.09.2019 00:45 - 21.09.2019 01:00","470","441"
"21.09.2019 01:00 - 21.09.2019 01:15","456","433"
"21.09.2019 01:15 - 21.09.2019 01:30","447","423"
"21.09.2019 01:30 - 21.09.2019 01:45","438","416"
"21.09.2019 01:45 - 21.09.2019 02:00","430","413"
"21.09.2019 02:00 - 21.09.2019 02:15","423","406"
"21.09.2019 02:15 - 21.09.2019 02:30","418","402"
"21.09.2019 02:30 - 21.09.2019 02:45","409","394"
"21.09.2019 02:45 - 21.09.2019 03:00","404","387"
"21.09.2019 03:00 - 21.09.2019 03:15","399","382"
"21.09.2019 03:15 - 21.09.2019 03:30","396","373"
"21.09.2019 03:30 - 21.09.2019 03:45","394","369"
"21.09.2019 03:45 - 21.09.2019 04:00","389","375"
"21.09.2019 04:00 - 21.09.2019 04:15","389","370"
"21.09.2019 04:15 - 21.09.2019 04:30","387","372"
"21.09.2019 04:30 - 21.09.2019 04:45","385","363"
"21.09.2019 04:45 - 21.09.2019 05:00","386","360"
"21.09.2019 05:00 - 21.09.2019 05:15","383","355"
"21.09.2019 05:15 - 21.09.2019 05:30","382","355"
"21.09.2019 05:30 - 21.09.2019 05:45","381","358"
"21.09.2019 05:45 - 21.09.2019 06:00","380","354"
"21.09.2019 06:00 - 21.09.2019 06:15","379","353"
"21.09.2019 06:15 - 21.09.2019 06:30","376","356"
"21.09.2019 06:30 - 21.09.2019 06:45","379","350"
"21.09.2019 06:45 - 21.09.2019 07:00","383","352"
"21.09.2019 07:00 - 21.09.2019 07:15","386","360"
"21.09.2019 07:15 - 21.09.2019 07:30","389","367"
"21.09.2019 07:30 - 21.09.2019 07:45","388","372"
"21.09.2019 07:45 - 21.09.2019 08:00","396","370"
"21.09.2019 08:00 - 21.09.2019 08:15","388","377"
"21.09.2019 08:15 - 21.09.2019 08:30","383","369"
"21.09.2019 08:30 - 21.09.2019 08:45","382","361"
"21.09.2019 08:45 - 21.09.2019 09:00","393","361"
"21.09.2019 09:00 - 21.09.2019 09:15","401","367"
"21.09.2019 09:15 - 21.09.2019 09:30","399","380"
"21.09.2019 09:30 - 21.09.2019 09:45","406","376"
"21.09.2019 09:45 - 21.09.2019 10:00","410","386"
"21.09.2019 10:00 - 21.09.2019 10:15","421","395"
"21.09.2019 10:15 - 21.09.2019 10:30","427","407"
"21.09.2019 10:30 - 21.09.2019 10:45","432","417"
"21.09.2019 10:45 - 21.09.2019 11:00","435","424"
"21.09.2019 11:00 - 21.09.2019 11:15","446","428"
"21.09.2019 11:15 - 21.09.2019 11:30","448","434"
"21.09.2019 11:30 - 21.09.2019 11:45","447","442"
"21.09.2019 11:45 - 21.09.2019 12:00","453","453"
"21.09.2019 12:00 - 21.09.2019 12:15","456","458"
"21.09.2019 12:15 - 21.09.2019 12:30","462","459"
"21.09.2019 12:30 - 21.09.2019 12:45","462","460"
"21.09.2019 12:45 - 21.09.2019 13:00","463","456"
"21.09.2019 13:00 - 21.09.2019 13:15","459","454"
"21.09.2019 13:15 - 21.09.2019 13:30","461","454"
"21.09.2019 13:30 - 21.09.2019 13:45","464","463"
"21.09.2019 13:45 - 21.09.2019 14:00","462","475"
"21.09.2019 14:00 - 21.09.2019 14:15","456","481"
"21.09.2019 14:15 - 21.09.2019 14:30","455","477"
"21.09.2019 14:30 - 21.09.2019 14:45","451","473"
"21.09.2019 14:45 - 21.09.2019 15:00","446","466"
"21.09.2019 15:00 - 21.09.2019 15:15","437","466"
"21.09.2019 15:15 - 21.09.2019 15:30","437","460"
"21.09.2019 15:30 - 21.09.2019 15:45","437","456"
"21.09.2019 15:45 - 21.09.2019 16:00","435","451"
"21.09.2019 16:00 - 21.09.2019 16:15","437","448"
"21.09.2019 16:15 - 21.09.2019 16:30","437","445"
"21.09.2019 16:30 - 21.09.2019 16:45","435","447"
"21.09.2019 16:45 - 21.09.2019 17:00","434","444"
"21.09.2019 17:00 - 21.09.2019 17:15","433","447"
"21.09.2019 17:15 - 21.09.2019 17:30","435","444"
"21.09.2019 17:30 - 21.09.2019 17:45","435","443"
"21.09.2019 17:45 - 21.09.2019 18:00","437","444"
"21.09.2019 18:00 - 21.09.2019 18:15","440","448"
"21.09.2019 18:15 - 21.09.2019 18:30","441","451"
"21.09.2019 18:30 - 21.09.2019 18:45","440","457"
"21.09.2019 18:45 - 21.09.2019 19:00","445","455"
"21.09.2019 19:00 - 21.09.2019 19:15","449","462"
"21.09.2019 19:15 - 21.09.2019 19:30","455","469"
"21.09.2019 19:30 - 21.09.2019 19:45","461","477"
"21.09.2019 19:45 - 21.09.2019 20:00","469","481"
"21.09.2019 20:00 - 21.09.2019 20:15","472","488"
"21.09.2019 20:15 - 21.09.2019 20:30","477","494"
"21.09.2019 20:30 - 21.09.2019 20:45","476","498"
"21.09.2019 20:45 - 21.09.2019 21:00","481","503"
"21.09.2019 21:00 - 21.09.2019 21:15","482","509"
"21.09.2019 21:15 - 21.09.2019 21:30","481","506"
"21.09.2019 21:30 - 21.09.2019 21:45","484","504"
"21.09.2019 21:45 - 21.09.2019 22:00","486","499"
"21.09.2019 22:00 - 21.09.2019 22:15","487","503"
"21.09.2019 22:15 - 21.09.2019 22:30","482","492"
"21.09.2019 22:30 - 21.09.2019 22:45","476","478"
"21.09.2019 22:45 - 21.09.2019 23:00","473","457"
"21.09.2019 23:00 - 21.09.2019 23:15","464","443"
"21.09.2019 23:15 - 21.09.2019 23:30","458","434"
"21.09.2019 23:30 - 21.09.2019 23:45","452","427"
"21.09.2019 23:45 - 22.09.2019 00:00","450","428"
"22.09.2019 00:00 - 22.09.2019 00:15","458","423"
"22.09.2019 00:15 - 22.09.2019 00:30","456","427"
"22.09.2019 00:30 - 22.09.2019 00:45","451","434"
"22.09.2019 00:45 - 22.09.2019 01:00","446","425"
"22.09.2019 01:00 - 22.09.2019 01:15","434","426"
"22.09.2019 01:15 - 22.09.2019 01:30","430","426"
"22.09.2019 01:30 - 22.09.2019 01:45","423","416"
"22.09.2019 01:45 - 22.09.2019 02:00","403","402"
"22.09.2019 02:00 - 22.09.2019 02:15","396","395"
"22.09.2019 02:15 - 22.09.2019 02:30","391","396"
"22.09.2019 02:30 - 22.09.2019 02:45","383","390"
"22.09.2019 02:45 - 22.09.2019 03:00","380","383"
"22.09.2019 03:00 - 22.09.2019 03:15","374","379"
"22.09.2019 03:15 - 22.09.2019 03:30","371","375"
"22.09.2019 03:30 - 22.09.2019 03:45","366","376"
"22.09.2019 03:45 - 22.09.2019 04:00","364","376"
"22.09.2019 04:00 - 22.09.2019 04:15","364","369"
"22.09.2019 04:15 - 22.09.2019 04:30","363","367"
"22.09.2019 04:30 - 22.09.2019 04:45","361","370"
"22.09.2019 04:45 - 22.09.2019 05:00","359","369"
"22.09.2019 05:00 - 22.09.2019 05:15","358","372"
"22.09.2019 05:15 - 22.09.2019 05:30","358","374"
"22.09.2019 05:30 - 22.09.2019 05:45","355","367"
"22.09.2019 05:45 - 22.09.2019 06:00","356","363"
"22.09.2019 06:00 - 22.09.2019 06:15","356","362"
"22.09.2019 06:15 - 22.09.2019 06:30","355","360"
"22.09.2019 06:30 - 22.09.2019 06:45","357","357"
"22.09.2019 06:45 - 22.09.2019 07:00","358","356"
"22.09.2019 07:00 - 22.09.2019 07:15","363","356"
"22.09.2019 07:15 - 22.09.2019 07:30","365","354"
"22.09.2019 07:30 - 22.09.2019 07:45","365","360"
"22.09.2019 07:45 - 22.09.2019 08:00","368","365"
"22.09.2019 08:00 - 22.09.2019 08:15","360","375"
"22.09.2019 08:15 - 22.09.2019 08:30","355","376"
"22.09.2019 08:30 - 22.09.2019 08:45","356","371"
"22.09.2019 08:45 - 22.09.2019 09:00","361","373"
"22.09.2019 09:00 - 22.09.2019 09:15","365","377"
"22.09.2019 09:15 - 22.09.2019 09:30","368","387"
"22.09.2019 09:30 - 22.09.2019 09:45","366","376"
"22.09.2019 09:45 - 22.09.2019 10:00","370","381"
"22.09.2019 10:00 - 22.09.2019 10:15","379","384"
"22.09.2019 10:15 - 22.09.2019 10:30","384","385"
"22.09.2019 10:30 - 22.09.2019 10:45","387","379"
"22.09.2019 10:45 - 22.09.2019 11:00","393","377"
"22.09.2019 11:00 - 22.09.2019 11:15","404","386"
"22.09.2019 11:15 - 22.09.2019 11:30","408","396"
"22.09.2019 11:30 - 22.09.2019 11:45","412","406"
"22.09.2019 11:45 - 22.09.2019 12:00","418","415"
"22.09.2019 12:00 - 22.09.2019 12:15","430","426"
"22.09.2019 12:15 - 22.09.2019 12:30","435","431"
"22.09.2019 12:30 - 22.09.2019 12:45","435","430"
"22.09.2019 12:45 - 22.09.2019 13:00","437","432"
"22.09.2019 13:00 - 22.09.2019 13:15","438","435"
"22.09.2019 13:15 - 22.09.2019 13:30","444","432"
"22.09.2019 13:30 - 22.09.2019 13:45","446","432"
"22.09.2019 13:45 - 22.09.2019 14:00","450","442"
"22.09.2019 14:00 - 22.09.2019 14:15","449","448"
"22.09.2019 14:15 - 22.09.2019 14:30","446","452"
"22.09.2019 14:30 - 22.09.2019 14:45","438","438"
"22.09.2019 14:45 - 22.09.2019 15:00","435","426"
"22.09.2019 15:00 - 22.09.2019 15:15","420","408"
"22.09.2019 15:15 - 22.09.2019 15:30","419","394"
"22.09.2019 15:30 - 22.09.2019 15:45","413","386"
"22.09.2019 15:45 - 22.09.2019 16:00","412","373"
"22.09.2019 16:00 - 22.09.2019 16:15","412","369"
"22.09.2019 16:15 - 22.09.2019 16:30","413","369"
"22.09.2019 16:30 - 22.09.2019 16:45","411","368"
"22.09.2019 16:45 - 22.09.2019 17:00","409","369"
"22.09.2019 17:00 - 22.09.2019 17:15","407","373"
"22.09.2019 17:15 - 22.09.2019 17:30","405","370"
"22.09.2019 17:30 - 22.09.2019 17:45","400","380"
"22.09.2019 17:45 - 22.09.2019 18:00","403","381"
"22.09.2019 18:00 - 22.09.2019 18:15","404","382"
"22.09.2019 18:15 - 22.09.2019 18:30","406","382"
"22.09.2019 18:30 - 22.09.2019 18:45","407","391"
"22.09.2019 18:45 - 22.09.2019 19:00","411","399"
"22.09.2019 19:00 - 22.09.2019 19:15","415","408"
"22.09.2019 19:15 - 22.09.2019 19:30","421","424"
"22.09.2019 19:30 - 22.09.2019 19:45","423","435"
"22.09.2019 19:45 - 22.09.2019 20:00","431","443"
"22.09.2019 20:00 - 22.09.2019 20:15","440","455"
"22.09.2019 20:15 - 22.09.2019 20:30","442","469"
"22.09.2019 20:30 - 22.09.2019 20:45","447","473"
"22.09.2019 20:45 - 22.09.2019 21:00","452","472"
"22.09.2019 21:00 - 22.09.2019 21:15","461","461"
"22.09.2019 21:15 - 22.09.2019 21:30","467","456"
"22.09.2019 21:30 - 22.09.2019 21:45","472","463"
"22.09.2019 21:45 - 22.09.2019 22:00","484","459"
"22.09.2019 22:00 - 22.09.2019 22:15","487","457"
"22.09.2019 22:15 - 22.09.2019 22:30","491","456"
"22.09.2019 22:30 - 22.09.2019 22:45","483","456"
"22.09.2019 22:45 - 22.09.2019 23:00","476","461"
"22.09.2019 23:00 - 22.09.2019 23:15","468","461"
"22.09.2019 23:15 - 22.09.2019 23:30","464","459"
"22.09.2019 23:30 - 22.09.2019 23:45","455","452"
"22.09.2019 23:45 - 23.09.2019 00:00","453","442"
"23.09.2019 00:00 - 23.09.2019 00:15","458","428"
"23.09.2019 00:15 - 23.09.2019 00:30","456","423"
"23.09.2019 00:30 - 23.09.2019 00:45","447","416"
"23.09.2019 00:45 - 23.09.2019 01:00","440","413"
"23.09.2019 01:00 - 23.09.2019 01:15","430","421"
"23.09.2019 01:15 - 23.09.2019 01:30","423","417"
"23.09.2019 01:30 - 23.09.2019 01:45","414","413"
"23.09.2019 01:45 - 23.09.2019 02:00","408","404"
"23.09.2019 02:00 - 23.09.2019 02:15","394","396"
"23.09.2019 02:15 - 23.09.2019 02:30","389","394"
"23.09.2019 02:30 - 23.09.2019 02:45","381","376"
"23.09.2019 02:45 - 23.09.2019 03:00","378","357"
"23.09.2019 03:00 - 23.09.2019 03:15","376","363"
"23.09.2019 03:15 - 23.09.2019 03:30","373","365"
"23.09.2019 03:30 - 23.09.2019 03:45","371","364"
"23.09.2019 03:45 - 23.09.2019 04:00","369","367"
"23.09.2019 04:00 - 23.09.2019 04:15","373","356"
"23.09.2019 04:15 - 23.09.2019 04:30","373","351"
"23.09.2019 04:30 - 23.09.2019 04:45","374","347"
"23.09.2019 04:45 - 23.09.2019 05:00","373","357"
"23.09.2019 05:00 - 23.09.2019 05:15","379","365"
"23.09.2019 05:15 - 23.09.2019 05:30","379","363"
"23.09.2019 05:30 - 23.09.2019 05:45","379","364"
"23.09.2019 05:45 - 23.09.2019 06:00","379","365"
"23.09.2019 06:00 - 23.09.2019 06:15","386","362"
"23.09.2019 06:15 - 23.09.2019 06:30","389","369"
"23.09.2019 06:30 - 23.09.2019 06:45","392","370"
"23.09.2019 06:45 - 23.09.2019 07:00","401","374"
"23.09.2019 07:00 - 23.09.2019 07:15","411","383"
"23.09.2019 07:15 - 23.09.2019 07:30","423","395"
"23.09.2019 07:30 - 23.09.2019 07:45","432","406"
"23.09.2019 07:45 - 23.09.2019 08:00","446","417"
"23.09.2019 08:00 - 23.09.2019 08:15","455","435"
"23.09.2019 08:15 - 23.09.2019 08:30","466","446"
"23.09.2019 08:30 - 23.09.2019 08:45","478","455"
"23.09.2019 08:45 - 23.09.2019 09:00","503","474"
"23.09.2019 09:00 - 23.09.2019 09:15","517","492"
"23.09.2019 09:15 - 23.09.2019 09:30","526","516"
"23.09.2019 09:30 - 23.09.2019 09:45","537","526"
"23.09.2019 09:45 - 23.09.2019 10:00","544","527"
"23.09.2019 10:00 - 23.09.2019 10:15","560","530"
"23.09.2019 10:15 - 23.09.2019 10:30","569","546"
"23.09.2019 10:30 - 23.09.2019 10:45","575","554"
"23.09.2019 10:45 - 23.09.2019 11:00","579","552"
"23.09.2019 11:00 - 23.09.2019 11:15","588","559"
"23.09.2019 11:15 - 23.09.2019 11:30","593","559"
"23.09.2019 11:30 - 23.09.2019 11:45","592","559"
